Transaction_ID,Transaction_Date,Account_ID,Department,Vendor_ID,Transaction_Type,Amount,Payment_Method,Currency,Status,Posting_Date,Invoice_Number,Approver_ID,Created_By
TX0057797,2026-03-13,A065,IT,V0233,Journal Entry,523.35,Cheque,GBP,Approved,2026-03-18,INV00057797,EMP00027,USR0134
TX0057798,2025-06-26,A064,Marketing,V0437,Invoice,1465.37,Cheque,GBP,Approved,2025-06-28,INV00057798,EMP00308,USR0177
TX0057799,2025-07-07,A025,HR,V0307,Invoice,514.84,Cheque,EUR,Pending,2025-07-07,INV00057799,EMP00419,USR0028
TX0057800,2025-04-23,A018,Procurement,V0130,Payment,2146.39,Direct Debit,EUR,Approved,2025-04-27,INV00057800,EMP00036,USR0002
TX0057801,2025-12-06,A041,Sales,V0208,Invoice,4195.73,Cheque,GBP,Approved,2025-12-10,INV00057801,EMP00043,USR0091
TX0057802,2026-03-30,A041,Marketing,V0271,Invoice,1499.54,Direct Debit,EUR,Pending,2026-04-01,INV00057802,EMP00386,USR0157
TX0057803,2025-12-06,A077,Operations,V0114,Journal Entry,18401.85,Bank Transfer,GBP,Approved,2025-12-11,INV00057803,EMP00144,USR0039
TX0057804,2025-08-26,A002,IT,V0377,Expense,1775.01,Direct Debit,GBP,Rejected,2025-08-29,INV00057804,EMP00376,USR0007
TX0057805,2025-05-24,A005,Operations,V0050,Invoice,619.91,Card,GBP,Rejected,2025-05-29,INV00057805,EMP00079,USR0116
TX0057806,2026-02-09,A026,Sales,V0307,Payment,445.71,Direct Debit,USD,Rejected,2026-02-16,INV00057806,EMP00190,USR0012
TX0057807,2025-05-09,A030,Sales,V0009,Journal Entry,769.82,Card,GBP,Approved,2025-05-12,INV00057807,EMP00086,USR0177
TX0057808,2026-02-28,A025,Marketing,V0136,Payment,2772.97,Cheque,GBP,Pending,2026-03-05,INV00057808,EMP00008,USR0006
TX0057809,2025-11-04,A060,Procurement,V0398,Journal Entry,1118.66,Cheque,USD,Approved,2025-11-06,INV00057809,EMP00098,USR0130
TX0057810,2026-03-13,A053,IT,V0005,Invoice,43974.88,Direct Debit,EUR,Approved,2026-03-14,INV00057810,EMP00064,USR0041
TX0057811,2025-11-23,A030,IT,V0319,Credit Note,1093.7,Cheque,GBP,Rejected,2025-11-26,INV00057811,EMP00255,USR0090
TX0057812,2026-02-19,A051,Sales,V0487,Invoice,79.52,Cheque,EUR,Rejected,2026-02-26,INV00057812,EMP00162,USR0061
TX0057813,2026-02-18,A066,HR,V0095,Invoice,1039.92,Cheque,GBP,Approved,2026-02-18,INV00057813,EMP00019,USR0094
TX0057814,2026-03-09,A059,Sales,V0069,Invoice,353.62,Cheque,GBP,Rejected,2026-03-10,INV00057814,EMP00336,USR0117
TX0057815,2026-01-02,A048,HR,V0242,Invoice,305.87,Direct Debit,EUR,Approved,2026-01-02,INV00057815,EMP00109,USR0155
TX0057816,2025-11-11,A044,IT,V0315,Expense,210.24,Cheque,EUR,Approved,2025-11-16,INV00057816,EMP00134,USR0197
TX0057817,2025-08-22,A049,Operations,V0353,Expense,817.25,Cheque,GBP,Approved,2025-08-28,INV00057817,EMP00351,USR0036
TX0057818,2026-01-13,A031,Sales,V0130,Journal Entry,821.01,Direct Debit,GBP,Approved,2026-01-18,INV00057818,EMP00080,USR0179
TX0057819,2025-10-28,A006,Finance,V0403,Invoice,86126.98,Direct Debit,GBP,Rejected,2025-10-29,INV00057819,,USR0087
TX0057820,2025-09-01,A029,Finance,V0185,Payment,732.59,Bank Transfer,GBP,Approved,2025-09-02,INV00057820,EMP00292,USR0002
TX0057821,2025-12-15,A004,Operations,V0107,Expense,1204.95,Cheque,EUR,Approved,2025-12-15,INV00057821,EMP00017,USR0107
TX0057822,2025-11-13,A014,Procurement,V0279,Payment,1184.1,Cheque,GBP,Rejected,2025-11-18,INV00057822,EMP00283,USR0043
TX0057823,2025-06-21,A016,Operations,V0476,Invoice,806.56,Direct Debit,GBP,Approved,2025-06-24,INV00057823,EMP00210,USR0021
TX0057824,2025-06-27,A022,IT,V0020,Expense,1399.65,Cheque,GBP,Approved,2025-06-28,INV00057824,EMP00186,USR0009
TX0057825,2026-02-03,A013,HR,V0441,Expense,2520.21,Cheque,GBP,Rejected,2026-02-04,INV00057825,EMP00081,USR0189
TX0057826,2025-04-04,A001,Operations,V0323,Invoice,426.26,Direct Debit,GBP,Approved,2025-04-10,INV00057826,EMP00036,USR0148
TX0057827,2025-09-20,A053,Operations,V0170,Invoice,151.72,Direct Debit,GBP,Pending,2025-09-24,INV00057827,EMP00488,USR0053
TX0057828,2025-05-02,A023,Marketing,V0316,Journal Entry,934.59,Cheque,GBP,Rejected,2025-05-06,INV00057828,EMP00386,USR0190
TX0057829,2025-11-20,A065,Marketing,V0112,Invoice,2143.35,Bank Transfer,GBP,Pending,2025-11-22,INV00057829,EMP00371,USR0024
TX0057830,2025-11-12,A033,HR,V0074,Invoice,779.54,Bank Transfer,EUR,Approved,2025-11-17,INV00057830,EMP00307,USR0080
TX0057831,2026-03-05,A044,Marketing,V0151,Invoice,1453.29,Card,GBP,Approved,2026-03-11,INV00057831,EMP00199,USR0055
TX0057832,2025-10-23,A021,IT,V0298,Credit Note,1009.78,Direct Debit,USD,Approved,2025-10-24,INV00057832,EMP00461,USR0036
TX0057833,2025-07-11,A024,Operations,,Payment,3296.36,Cheque,EUR,Rejected,2025-07-12,INV00057833,EMP00162,USR0199
TX0057834,2025-05-28,A027,HR,V0276,Invoice,475.47,Cheque,EUR,Rejected,2025-06-02,INV00057834,EMP00219,USR0133
TX0057835,2025-12-25,A020,Procurement,V0209,Credit Note,1591.85,Card,EUR,Approved,2025-12-31,INV00057835,EMP00338,USR0091
TX0057836,2025-08-28,A052,Procurement,V0436,Invoice,607.75,Direct Debit,GBP,Pending,2025-09-04,INV00057836,EMP00303,USR0184
TX0057837,2025-12-08,A054,Sales,V0049,Expense,1078.57,Card,USD,Approved,2025-12-11,INV00057837,EMP00004,USR0077
TX0057838,2025-05-14,A009,Sales,V0018,Invoice,546.45,Cheque,USD,Pending,2025-05-21,INV00057838,EMP00379,USR0114
TX0057839,2025-04-30,A063,Sales,V0115,Expense,587.35,Cheque,EUR,Approved,2025-05-05,INV00057839,EMP00490,USR0017
TX0057840,2025-04-12,A029,HR,V0117,Invoice,4183.96,Direct Debit,GBP,Approved,2025-04-14,INV00057840,EMP00475,USR0099
TX0057841,2025-04-14,A079,Marketing,V0071,Journal Entry,-2033.16,Card,GBP,Approved,2025-04-17,INV00057841,EMP00467,USR0127
TX0057842,2026-01-17,A042,HR,V0013,Invoice,1349.53,Card,USD,Approved,2026-01-19,INV00057842,EMP00120,USR0192
TX0057843,2025-05-15,A059,Marketing,V0488,Invoice,1901.07,Bank Transfer,GBP,Rejected,2025-05-18,INV00057843,EMP00282,USR0148
TX0057844,2025-10-17,A034,Procurement,V0081,Invoice,585.88,Bank Transfer,USD,Approved,2025-10-21,INV00057844,EMP00240,USR0156
TX0057845,2025-04-24,A031,Operations,V0356,Invoice,2194.94,Cheque,GBP,Approved,2025-04-26,INV00057845,EMP00480,USR0191
TX0057846,2025-12-07,A080,Procurement,V0218,Credit Note,359.25,Direct Debit,GBP,Approved,2025-12-10,INV00057846,EMP00375,USR0052
TX0057847,2025-07-28,A078,Operations,V0436,Payment,634.56,Direct Debit,GBP,Approved,2025-07-28,INV00057847,EMP00387,USR0158
TX0057848,2025-06-17,A051,HR,V0485,Expense,2883.61,Direct Debit,GBP,Rejected,2025-06-24,INV00057848,EMP00006,USR0053
TX0057849,2025-11-28,A025,Finance,V0334,Payment,963.57,Card,GBP,Rejected,2025-12-02,INV00057849,EMP00120,USR0116
TX0057850,2025-10-20,A023,Marketing,V0103,Invoice,159.4,Card,GBP,Approved,2025-10-22,INV00057850,EMP00068,USR0032
TX0057851,2025-11-23,A002,Operations,V0440,Payment,3097.34,Card,GBP,Approved,2025-11-26,INV00057851,EMP00292,USR0187
TX0057852,2026-01-19,A016,IT,V0390,Invoice,837.16,Bank Transfer,GBP,Rejected,2026-01-22,INV00057852,EMP00337,USR0145
TX0057853,2026-03-14,A011,Operations,V0030,Expense,5155.64,Direct Debit,GBP,Approved,2026-03-16,INV00057853,EMP00060,USR0088
TX0057854,2025-06-26,A015,Finance,V0215,Journal Entry,1109.52,Card,USD,Approved,2025-06-26,INV00057854,EMP00060,USR0136
TX0057855,2025-10-27,A028,Operations,V0458,Invoice,8389.69,Card,GBP,Approved,2025-10-30,INV00057855,EMP00325,USR0029
TX0057856,2026-01-01,A011,Procurement,V0420,Journal Entry,447.3,Bank Transfer,GBP,Pending,2026-01-01,INV00057856,EMP00337,USR0009
TX0057857,2025-07-06,A040,IT,V0098,Payment,1677.07,Cheque,GBP,Pending,2025-07-13,INV00057857,EMP00263,USR0077
TX0057858,2025-04-02,A052,Marketing,V0477,Invoice,388.52,Cheque,EUR,Pending,2025-04-07,INV00057858,EMP00449,USR0054
TX0057859,2025-11-15,A023,HR,V0250,Payment,2607.36,Cheque,GBP,Approved,2025-11-17,INV00057859,EMP00055,USR0039
TX0057860,2025-11-29,A020,Finance,V0145,Payment,1916.02,Cheque,GBP,Pending,2025-12-05,INV00057860,EMP00027,USR0137
TX0057861,2025-12-14,A028,Procurement,V0451,Invoice,888.6,Card,EUR,Approved,2025-12-18,INV00057861,EMP00305,USR0098
TX0057862,2025-05-12,A007,Operations,V0324,Credit Note,1020.3,Direct Debit,GBP,Approved,2025-05-12,INV00057862,EMP00364,USR0058
TX0057863,2025-10-30,A028,Operations,V0420,Invoice,477.94,Card,GBP,Rejected,2025-11-02,INV00057863,EMP00293,USR0115
TX0057864,2026-01-21,A080,Procurement,V0428,Payment,4576.12,Cheque,USD,Pending,2026-01-21,INV00057864,EMP00443,USR0133
TX0057865,2025-04-03,A013,Procurement,V0389,Invoice,919.54,Cheque,GBP,Approved,2025-04-03,INV00057865,EMP00393,USR0009
TX0057866,2025-04-16,A030,Operations,V0096,Invoice,345.79,Cheque,EUR,Approved,2025-04-22,INV00057866,EMP00132,USR0164
TX0057867,2026-01-04,A068,Procurement,V0298,Invoice,1090.25,Cheque,GBP,Approved,2026-01-08,INV00057867,EMP00340,USR0027
TX0057868,2025-07-11,A055,Finance,V0426,Invoice,3363.12,Bank Transfer,GBP,Approved,2025-07-11,INV00057868,EMP00067,USR0045
TX0057869,2025-06-16,A033,Operations,V0382,Journal Entry,1142.23,Card,EUR,Approved,2025-06-19,INV00057869,EMP00445,USR0185
TX0057870,2025-10-19,A041,Sales,V0007,Expense,645.08,Card,GBP,Approved,2025-10-19,INV00057870,EMP00435,USR0008
TX0057871,2025-05-25,A044,Operations,V0422,Invoice,749.3,Cheque,GBP,Approved,2025-05-31,INV00057871,EMP00462,USR0129
TX0057872,2025-10-26,A008,Operations,V0340,Invoice,1642.67,Direct Debit,USD,Pending,2025-11-02,INV00057872,EMP00286,USR0133
TX0057873,2026-02-23,A048,Marketing,V0020,Invoice,2400.65,Cheque,USD,Rejected,2026-02-26,INV00057873,EMP00183,USR0059
TX0057874,2026-03-20,A049,Sales,V0295,Invoice,610.22,Cheque,GBP,Approved,2026-03-21,INV00057874,EMP00439,USR0171
TX0057875,2025-06-20,A053,Operations,V0358,Payment,225.75,Card,GBP,Pending,2025-06-24,INV00057875,EMP00314,USR0073
TX0057876,2025-11-30,A003,Operations,V0263,Invoice,995.48,Cheque,EUR,Rejected,2025-12-01,INV00057876,EMP00442,USR0174
TX0057877,2025-11-21,A034,Finance,V0278,Credit Note,5599.54,Cheque,EUR,Approved,2025-11-28,INV00057877,EMP00347,USR0175
TX0057878,2026-03-27,A024,Finance,V0119,Journal Entry,14035.59,Card,GBP,Approved,2025-07-29,INV00057878,EMP00294,USR0031
TX0057879,2025-06-06,A016,Marketing,V0349,Invoice,636.3,Bank Transfer,GBP,Approved,2025-06-11,INV00057879,EMP00353,USR0041
TX0057880,2026-01-22,A055,Operations,V0454,Payment,1358.25,Direct Debit,USD,Approved,2026-01-28,INV00057880,EMP00177,USR0178
TX0057881,2025-05-10,A008,Finance,V0204,Invoice,289.52,Cheque,GBP,Approved,2025-05-13,INV00057881,EMP00227,USR0042
TX0057882,2025-11-07,A058,IT,V0098,Invoice,306.26,Direct Debit,USD,Approved,2025-11-12,INV00057882,EMP00307,USR0173
TX0057883,2025-07-12,A065,Procurement,V0194,Payment,1220.58,Cheque,GBP,Pending,2025-07-18,INV00057883,EMP00464,USR0154
TX0057884,2026-01-20,A010,Operations,V0021,Journal Entry,1530.71,Direct Debit,EUR,Approved,2026-01-20,INV00057884,EMP00016,USR0174
TX0057885,2025-05-23,A019,Finance,V0177,Expense,3278.02,Cheque,EUR,Pending,2025-05-28,INV00057885,EMP00246,USR0015
TX0057886,2026-01-21,A072,Finance,V0126,Payment,3094.61,Card,GBP,Approved,2026-01-28,INV00057886,EMP00367,USR0089
TX0057887,2025-05-22,A025,Procurement,V0314,Expense,188.46,Direct Debit,EUR,Approved,2025-05-24,INV00057887,EMP00334,USR0119
TX0057888,2025-05-07,A071,Procurement,V0116,Invoice,825.67,Bank Transfer,GBP,Pending,2025-05-07,INV00057888,EMP00036,USR0066
TX0057889,2025-06-06,A069,Marketing,V0092,Credit Note,2220.98,Card,GBP,Pending,2025-06-11,INV00057889,EMP00097,USR0061
TX0057890,2025-09-09,A076,IT,V0081,Expense,863.86,Bank Transfer,GBP,Approved,2025-09-13,INV00057890,EMP00374,USR0143
TX0057891,2025-10-23,A053,Operations,V0311,Payment,9515.63,Bank Transfer,EUR,Approved,2025-10-30,INV00057891,EMP00276,USR0166
TX0057892,2026-03-07,A061,Procurement,V0427,Credit Note,4868.3,Cheque,EUR,Rejected,2026-03-07,INV00057892,EMP00067,USR0005
TX0057893,2026-02-16,A008,Sales,V0285,Invoice,2148.77,Card,USD,Approved,2026-02-16,INV00057893,EMP00174,USR0194
TX0057894,2025-05-22,A016,Marketing,V0130,Payment,1738.64,Bank Transfer,GBP,Approved,2025-05-22,INV00057894,EMP00195,USR0153
TX0057895,2025-10-26,A066,Operations,V0036,Expense,480.48,Bank Transfer,EUR,Rejected,2025-10-28,INV00057895,EMP00113,USR0032
TX0057896,2025-04-02,A066,IT,V0427,Invoice,592.71,Cheque,GBP,Approved,2025-04-06,INV00057896,EMP00424,USR0085
TX0057897,2025-08-07,A024,Finance,V0410,Invoice,1762.56,Cheque,GBP,Approved,2025-08-14,INV00057897,EMP00013,USR0189
TX0057898,2025-09-25,A024,Procurement,V0473,Credit Note,1772.52,Card,USD,Rejected,2025-09-29,INV00057898,EMP00384,USR0157
TX0057899,2025-09-11,A061,IT,V0486,Expense,6755.48,Direct Debit,GBP,Rejected,2025-09-16,INV00057899,EMP00370,USR0030
TX0057900,2026-03-19,A042,HR,V0174,Credit Note,305.86,Direct Debit,USD,Pending,2026-03-25,INV00057900,EMP00340,USR0181
TX0057901,2025-04-22,A074,Sales,V0328,Journal Entry,12922.25,Card,EUR,Approved,2025-04-27,INV00057901,EMP00235,USR0118
TX0057902,2025-11-13,A043,Operations,V0196,Invoice,1020.53,Cheque,EUR,Approved,2025-11-14,INV00057902,EMP00156,USR0191
TX0057903,2025-06-21,A044,HR,V0332,Invoice,1167.44,Direct Debit,GBP,Pending,2025-06-23,INV00057903,EMP00117,USR0030
TX0057904,2025-09-11,A074,HR,V0423,Payment,1111.25,Direct Debit,USD,Approved,2025-09-14,INV00057904,EMP00057,USR0016
TX0057905,2025-04-03,A024,Finance,V0495,Invoice,405.67,Bank Transfer,USD,Approved,2025-04-08,INV00057905,EMP00149,USR0072
TX0057906,2025-09-19,A047,Sales,V0059,Invoice,3372.14,Card,USD,Approved,2025-09-24,INV00057906,EMP00109,USR0079
TX0057907,2025-07-27,A058,HR,V0261,Invoice,128.52,Direct Debit,EUR,Pending,2025-07-27,INV00057907,EMP00459,USR0043
TX0057908,2025-08-22,A043,Sales,V0040,Journal Entry,3526.54,Cheque,GBP,Approved,2025-08-28,INV00057908,EMP00102,USR0125
TX0057909,2025-12-08,A011,Finance,V0475,Invoice,773.45,Card,USD,Approved,2025-12-11,INV00057909,EMP00355,USR0145
TX0057910,2025-12-22,A078,Marketing,V0075,Expense,1346.09,Cheque,USD,Approved,2025-12-24,INV00057910,EMP00026,USR0169
TX0057911,2025-09-17,A061,Operations,V0294,Invoice,2549.29,Bank Transfer,GBP,Approved,2025-09-20,INV00057911,EMP00136,USR0153
TX0057912,2025-10-30,A007,Sales,V0474,Journal Entry,1306.65,Cheque,GBP,Pending,2025-11-01,INV00057912,EMP00459,USR0144
TX0057913,2026-01-06,A012,Operations,V0467,Payment,5416.56,Card,USD,Pending,2026-01-12,INV00057913,EMP00048,USR0109
TX0057914,2025-11-13,A039,Sales,V0064,Payment,2268.35,Cheque,USD,Rejected,2025-11-16,INV00057914,EMP00469,USR0188
TX0057915,2025-12-18,A013,IT,V0333,Invoice,2533.34,Card,GBP,Approved,2025-12-20,INV00057915,EMP00045,USR0163
TX0057916,2025-12-11,A050,Marketing,V0245,Invoice,237.53,Card,EUR,Approved,2025-12-18,INV00057916,EMP00356,USR0052
TX0057917,2025-04-08,A062,Procurement,V0262,Invoice,17257.85,Card,GBP,Approved,2025-04-08,INV00057917,EMP00426,USR0028
TX0057918,2025-05-11,A027,Procurement,V0227,Expense,1247.48,Direct Debit,USD,Pending,2025-05-15,INV00057918,EMP00091,USR0094
TX0057919,2025-12-13,A027,IT,V0042,Invoice,87.07,Direct Debit,GBP,Pending,2025-12-19,INV00057919,EMP00487,USR0065
TX0057920,2025-08-09,A009,Sales,V0081,Invoice,3164.11,Bank Transfer,USD,Rejected,2025-08-14,INV00057920,EMP00159,USR0190
TX0057921,2025-05-22,A063,Operations,V0210,Invoice,1232.77,Direct Debit,GBP,Rejected,2025-05-22,INV00057921,EMP00259,USR0140
TX0057922,2025-07-11,A068,Operations,V0163,Invoice,3019.56,Card,USD,Approved,2025-07-16,INV00057922,EMP00207,USR0021
TX0057923,2025-11-05,A008,Finance,V0113,Invoice,723.82,Cheque,EUR,Rejected,2025-11-09,INV00057923,EMP00019,USR0135
TX0057924,2025-11-30,A044,Operations,V0442,Payment,1045.21,Card,GBP,Approved,2025-12-02,INV00057924,EMP00015,USR0099
TX0057925,2026-02-27,A022,Sales,V0126,Invoice,3121.37,Bank Transfer,GBP,Approved,2026-03-01,INV00057925,EMP00159,USR0149
TX0057926,2026-01-28,A002,Operations,V0282,Journal Entry,1405.76,Cheque,GBP,Approved,2026-01-31,INV00057926,EMP00078,USR0071
TX0057927,2026-03-29,A070,Finance,V0087,Credit Note,2585.74,Card,GBP,Pending,2026-03-11,INV00057927,EMP00428,USR0008
TX0057928,2025-12-31,A073,HR,V0293,Invoice,1667.07,Card,GBP,Approved,2026-01-02,INV00057928,EMP00488,USR0044
TX0057929,2025-06-09,A044,Procurement,V0440,Invoice,6880.48,Direct Debit,EUR,Pending,2025-06-09,INV00057929,EMP00285,USR0190
TX0057930,2025-05-17,A015,Operations,V0147,Invoice,945.5,Card,GBP,Approved,2025-05-19,INV00057930,EMP00167,USR0049
TX0057931,2025-07-26,A037,Procurement,V0011,Invoice,599.09,Direct Debit,GBP,Approved,2025-08-01,INV00057931,EMP00143,USR0183
TX0057932,2025-06-17,A038,Marketing,V0144,Payment,4589.68,Direct Debit,EUR,Approved,2025-06-21,INV00057932,EMP00249,USR0136
TX0057933,2025-04-05,A042,Marketing,V0296,Expense,367.97,Direct Debit,GBP,Approved,2025-04-11,INV00057933,EMP00101,USR0023
TX0057934,2025-12-10,A021,Procurement,V0121,Expense,4012.01,Card,EUR,Approved,2025-12-15,INV00057934,EMP00489,USR0075
TX0057935,2026-02-14,A020,Operations,V0244,Expense,543.12,Bank Transfer,GBP,Approved,2026-02-18,INV00057935,EMP00031,USR0056
TX0057936,2025-07-16,A075,IT,V0249,Journal Entry,2000.66,Direct Debit,GBP,Pending,2025-07-20,INV00057936,EMP00199,USR0045
TX0057937,2025-11-30,A072,Sales,V0388,Invoice,678.38,Card,GBP,Approved,2025-12-06,INV00057937,EMP00367,USR0103
TX0057938,2025-09-20,A043,Sales,V0081,Invoice,1391.04,Direct Debit,GBP,Approved,2025-09-26,INV00057938,EMP00070,USR0186
TX0057939,2025-05-06,A056,Sales,V0107,Payment,215.94,Direct Debit,USD,Approved,2025-05-10,INV00057939,EMP00404,USR0152
TX0057940,2025-09-20,A073,Marketing,V0236,Invoice,1948.9,Cheque,EUR,Approved,2025-09-25,INV00057940,EMP00106,USR0083
TX0057941,2025-09-27,A034,Finance,V0475,Payment,1087.96,Cheque,GBP,Approved,2025-10-04,INV00057941,EMP00170,USR0126
TX0057942,2025-12-23,A009,Sales,V0247,Invoice,2717.78,Card,GBP,Approved,2025-12-25,INV00057942,EMP00160,USR0040
TX0057943,2025-12-11,A028,HR,V0469,Journal Entry,6365.86,Cheque,USD,Approved,2025-12-17,INV00057943,EMP00328,USR0125
TX0057944,2026-02-14,A038,IT,V0249,Invoice,533.7,Bank Transfer,GBP,Approved,2026-02-21,INV00057944,EMP00208,USR0075
TX0057945,2026-02-15,A004,Finance,V0365,Invoice,391.64,Card,GBP,Approved,2026-02-16,INV00057945,EMP00263,USR0026
TX0057946,2025-06-12,A056,Operations,V0398,Invoice,2690.59,Direct Debit,GBP,Approved,2025-06-18,INV00057946,EMP00159,USR0179
TX0057947,2025-05-27,A044,HR,V0109,Credit Note,3095.8,Direct Debit,EUR,Rejected,2025-05-27,INV00057947,EMP00252,USR0042
TX0057948,2025-06-05,A051,Sales,V0283,Invoice,6027.12,Bank Transfer,GBP,Approved,2025-06-06,INV00057948,EMP00065,USR0118
TX0057949,2025-08-10,A068,Sales,V0148,Credit Note,445.85,Card,GBP,Pending,2025-08-17,INV00057949,EMP00039,USR0148
TX0057950,2025-12-16,A055,Operations,V0465,Expense,2116.86,Card,EUR,Approved,2025-12-17,INV00057950,EMP00419,USR0176
TX0057951,2025-08-02,A051,Sales,V0009,Invoice,466.53,Bank Transfer,EUR,Approved,2025-08-08,INV00057951,EMP00002,USR0174
TX0057952,2025-07-01,A072,Procurement,V0109,Expense,29980.2,Cheque,GBP,Rejected,2025-07-06,INV00057952,EMP00401,USR0053
TX0057953,2025-12-30,A078,Sales,V0438,Invoice,838.15,Cheque,USD,Approved,2026-01-05,INV00057953,EMP00470,USR0033
TX0057954,2025-08-19,A065,Operations,V0299,Credit Note,3687.27,Card,GBP,Approved,2025-08-22,INV00057954,EMP00172,USR0041
TX0057955,2025-11-18,A066,Procurement,V0293,Invoice,2264.84,Bank Transfer,GBP,Rejected,2025-11-25,INV00057955,EMP00148,USR0024
TX0057956,2025-06-09,A010,HR,V0356,Journal Entry,3752.27,Cheque,EUR,Approved,2025-06-09,INV00057956,EMP00118,USR0180
TX0057957,2025-09-22,A013,Finance,V0432,Credit Note,2031.62,Cheque,GBP,Approved,2025-09-24,INV00057957,EMP00175,USR0071
TX0057958,2026-03-25,A071,IT,V0128,Invoice,209.21,Cheque,EUR,Approved,2026-03-25,INV00057958,EMP00054,USR0088
TX0057959,2025-06-25,A015,Sales,V0437,Invoice,396.1,Direct Debit,EUR,Approved,2025-06-25,INV00057959,EMP00473,USR0073
TX0057960,2025-12-09,A049,Operations,V0086,Invoice,4485.28,Cheque,GBP,Approved,2025-12-10,INV00057960,EMP00215,USR0150
TX0057961,2025-04-30,A056,Finance,V0050,Journal Entry,1909.18,Card,EUR,Rejected,2025-05-07,INV00057961,EMP00313,USR0015
TX0057962,2025-09-02,A056,Operations,V0459,Journal Entry,1673.75,Direct Debit,GBP,Approved,2025-09-06,INV00057962,EMP00086,USR0035
TX0057963,2025-10-17,A073,Finance,V0284,Invoice,4878.47,Bank Transfer,GBP,Approved,2025-10-18,INV00057963,EMP00115,USR0088
TX0057964,2026-03-29,A044,Sales,V0145,Invoice,2193.61,Cheque,GBP,Approved,2026-03-31,INV00057964,EMP00462,USR0119
TX0057965,2025-09-03,A019,Operations,V0369,Invoice,976.44,Cheque,GBP,Approved,2025-09-08,INV00057965,EMP00323,USR0155
TX0057966,2025-12-01,A045,Operations,V0145,Invoice,1548.46,Bank Transfer,GBP,Approved,2025-12-06,INV00057966,EMP00419,USR0033
TX0057967,2026-03-31,A074,Procurement,V0468,Credit Note,961.69,Card,GBP,Approved,2025-04-26,INV00057967,EMP00002,USR0088
TX0057968,2025-10-20,A007,Procurement,V0297,Credit Note,278.0,Bank Transfer,GBP,Rejected,2025-10-21,INV00057968,EMP00486,USR0110
TX0057969,2026-02-28,A076,Marketing,V0371,Invoice,2848.08,Direct Debit,GBP,Approved,2026-03-05,INV00057969,EMP00174,USR0106
TX0057970,2025-08-30,A060,Sales,V0020,Invoice,428.05,Bank Transfer,GBP,Approved,2025-09-05,INV00057970,EMP00055,USR0091
TX0057971,2025-06-16,A042,IT,V0340,Expense,1188.96,Cheque,EUR,Approved,2025-06-22,INV00057971,EMP00192,USR0043
TX0057972,2026-02-22,A034,Finance,V0481,Payment,914.77,Direct Debit,USD,Pending,2026-02-24,INV00057972,EMP00453,USR0013
TX0057973,2025-09-19,A065,Procurement,V0030,Journal Entry,2994.36,Bank Transfer,EUR,Rejected,2025-09-20,INV00057973,EMP00427,USR0077
TX0057974,2026-02-23,A047,Procurement,V0428,Expense,451.45,Direct Debit,EUR,Approved,2026-02-28,INV00057974,EMP00277,USR0066
TX0057975,2025-12-06,A003,IT,V0159,Credit Note,4723.23,Direct Debit,EUR,Approved,2025-12-11,INV00057975,EMP00095,USR0009
TX0057976,2025-10-03,A034,Finance,V0080,Payment,658.12,Cheque,GBP,Approved,2025-10-04,INV00057976,EMP00404,USR0094
TX0057977,2026-03-28,A046,Procurement,V0461,Invoice,4127.83,Card,USD,Rejected,2026-04-02,INV00057977,EMP00119,USR0036
TX0057978,2025-08-06,A078,Procurement,V0042,Invoice,554.4,Cheque,EUR,Pending,2025-08-06,INV00057978,EMP00276,USR0011
TX0057979,2026-03-29,A019,Finance,V0128,Journal Entry,1928.27,Cheque,GBP,Pending,2026-04-04,INV00057979,EMP00479,USR0140
TX0057980,2025-04-11,A057,Finance,V0069,Invoice,1307.35,Card,GBP,Approved,2025-04-12,INV00057980,EMP00422,USR0004
TX0057981,2026-03-02,A011,HR,V0044,Invoice,670.58,Card,GBP,Pending,2026-03-07,INV00057981,EMP00475,USR0038
TX0057982,2025-11-28,A027,Operations,V0010,Expense,8450.35,Card,GBP,Approved,2025-12-03,INV00057982,EMP00331,USR0143
TX0057983,2025-09-28,A069,IT,V0196,Expense,2692.68,Bank Transfer,GBP,Approved,2025-09-28,INV00057983,EMP00171,USR0178
TX0057984,2025-12-21,A041,HR,V0305,Invoice,612.86,Card,USD,Pending,2025-12-25,INV00057984,EMP00479,USR0029
TX0057985,2025-10-12,A056,Finance,V0204,Payment,3385.73,Direct Debit,USD,Pending,2025-10-16,INV00057985,EMP00279,USR0190
TX0057986,2025-12-02,A015,Sales,V0249,Journal Entry,1362.69,Card,USD,Approved,2025-12-05,INV00057986,EMP00375,USR0039
TX0057987,2025-07-09,A009,Procurement,V0443,Journal Entry,1286.13,Card,GBP,Approved,2025-07-15,INV00057987,EMP00164,USR0073
TX0057988,2025-05-22,A006,IT,V0080,Payment,786.11,Card,GBP,Pending,2025-05-28,INV00057988,EMP00248,USR0062
TX0057989,2025-06-14,A028,Finance,V0205,Expense,1122.18,Bank Transfer,EUR,Approved,2025-06-17,INV00057989,EMP00435,USR0160
TX0057990,2025-08-11,A035,Procurement,V0185,Journal Entry,4464.11,Cheque,USD,Approved,2025-08-12,INV00057990,EMP00260,USR0130
TX0057991,2025-12-12,A052,Finance,V0453,Journal Entry,549.28,Direct Debit,GBP,Pending,2025-12-17,INV00057991,EMP00100,USR0069
