Transaction_ID,Transaction_Date,Account_ID,Department,Vendor_ID,Transaction_Type,Amount,Payment_Method,Currency,Status,Posting_Date,Invoice_Number,Approver_ID,Created_By,Missing_Vendor_Flag,Missing_Approver_Flag,Missing_Account_Flag,Invalid_Amount_Flag,Invalid_Posting_Date_Flag,Duplicate_Invoice_Flag,Period_End_Flag,Required_Approval,Approval_Exception_Flag,Anomaly_Flag,Exception_Count,Exception_Flag,Risk_Level
TX0049799,2025-06-30,A048,Marketing,V0340,Invoice,2710.16,Direct Debit,GBP,Rejected,2025-07-06,INV00049799,EMP00147,USR0045,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0049806,2025-05-27,A046,Marketing,V0094,Payment,1724.48,Cheque,USD,Approved,2025-05-28,INV00049806,EMP00265,USR0113,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0049807,2025-04-28,A018,Procurement,V0095,Invoice,171.48,Cheque,GBP,Pending,2025-05-04,INV00049807,EMP00477,USR0083,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0049809,2026-02-15,A006,Procurement,V0255,Invoice,910.54,Card,EUR,Rejected,2026-02-19,INV00049809,EMP00249,USR0074,0,0,0,0,0,1,0,Department Manager,0,0,1,1,Low
TX0049810,2025-08-28,A060,Marketing,V0269,Payment,1897.62,Card,EUR,Approved,2025-09-03,INV00049810,EMP00125,USR0004,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0049813,2025-10-16,A032,Operations,V0327,Invoice,5968.26,Direct Debit,EUR,Rejected,2025-10-18,INV00049813,EMP00445,USR0093,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0049815,2025-09-29,A055,IT,V0479,Journal Entry,1028.1,Cheque,GBP,Approved,2025-10-03,INV00049815,EMP00240,USR0072,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0049817,2025-11-28,A002,HR,V0476,Expense,736.91,Card,USD,Approved,2025-12-03,INV00049817,EMP00498,USR0071,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0049823,2025-06-02,A051,Finance,,Invoice,1558.13,Cheque,GBP,Approved,2025-06-07,INV00049823,EMP00467,USR0182,1,0,0,0,0,0,0,Senior Manager,0,0,1,1,Low
TX0049826,2025-06-11,A030,Procurement,V0278,Journal Entry,1279.44,Direct Debit,GBP,Pending,2025-06-16,INV00049826,EMP00038,USR0038,0,0,0,0,0,1,0,Senior Manager,0,0,1,1,Low
TX0049829,2026-02-15,A018,Operations,V0018,Invoice,7498.71,Direct Debit,GBP,Approved,2026-02-21,INV00049829,EMP00079,USR0162,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0049832,2025-10-08,A031,Operations,V0206,Credit Note,17885.38,Card,GBP,Pending,2025-10-08,INV00049832,EMP00263,USR0061,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0049834,2025-06-29,,Operations,V0105,Invoice,5339.54,Card,GBP,Pending,2025-07-01,INV00049834,EMP00319,USR0196,0,0,1,0,0,0,1,Senior Manager,0,0,2,1,Medium
TX0049842,2026-02-27,A030,Procurement,V0203,Journal Entry,526.45,Cheque,EUR,Approved,2026-03-01,INV00049842,EMP00207,USR0127,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0049846,2026-01-29,A074,IT,V0157,Payment,1904.32,Cheque,USD,Approved,2026-01-31,INV00049846,EMP00413,USR0127,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0049847,2025-04-20,A017,Operations,V0186,Invoice,1363.12,Bank Transfer,GBP,Pending,2025-04-17,INV00049847,EMP00131,USR0096,0,0,0,0,1,0,0,Senior Manager,0,0,1,1,Low
TX0049848,2026-03-25,A027,Finance,V0022,Invoice,5961.03,Direct Debit,GBP,Approved,2026-03-30,INV00049848,EMP00400,USR0093,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0049852,2025-07-29,A070,Sales,V0373,Journal Entry,698.34,Card,USD,Rejected,2025-08-04,INV00049852,EMP00077,USR0015,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0049853,2025-10-30,A001,Sales,V0074,Invoice,275.21,Direct Debit,USD,Pending,2025-11-01,INV00049853,EMP00388,USR0184,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0049855,2025-09-30,A017,HR,V0486,Credit Note,129.89,Bank Transfer,EUR,Approved,2025-10-02,INV00049855,EMP00107,USR0183,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0049859,2026-03-30,A004,IT,V0043,Credit Note,-771.33,Cheque,USD,Pending,2026-04-01,INV00049859,EMP00027,USR0024,0,0,0,1,0,0,1,Department Manager,0,0,2,1,Medium
TX0049861,2025-12-02,A017,Sales,V0371,Payment,24873.3,Cheque,EUR,Pending,2025-12-07,INV00049861,EMP00316,USR0105,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0049865,2025-07-28,A028,Procurement,V0333,Invoice,962.81,Direct Debit,GBP,Approved,2025-08-04,INV00049865,EMP00372,USR0074,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0049867,2025-11-14,A072,Sales,V0423,Invoice,6506.58,Card,GBP,Approved,2025-11-16,INV00049867,EMP00449,USR0103,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0049868,2026-03-31,A030,HR,V0132,Invoice,1492.93,Cheque,GBP,Approved,2026-04-01,INV00049868,EMP00329,USR0164,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0049870,2026-02-28,A044,Operations,V0489,Invoice,631.9,Direct Debit,USD,Rejected,2026-03-06,INV00049870,EMP00341,USR0162,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0049879,2025-09-28,A010,Sales,V0069,Invoice,199.43,Cheque,GBP,Rejected,2025-10-03,INV00049879,EMP00362,USR0184,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0049882,2025-05-30,A034,Sales,V0143,Invoice,7308.85,Cheque,EUR,Rejected,2025-06-05,INV00049882,EMP00369,USR0059,0,0,0,0,0,0,1,Senior Manager,0,1,2,1,Medium
TX0049883,2025-08-29,A012,Operations,V0265,Expense,922.73,Direct Debit,GBP,Pending,2025-08-30,INV00049883,EMP00488,USR0012,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0049884,2025-05-31,A075,Marketing,V0352,Payment,1096.42,Direct Debit,GBP,Approved,2025-06-03,INV00049884,EMP00176,USR0161,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0049885,2025-08-13,A055,Operations,V0268,Credit Note,77804.78,Bank Transfer,USD,Approved,2025-08-19,INV00049885,EMP00307,USR0191,0,0,0,0,0,0,0,Finance Director,0,1,1,1,High
TX0049893,2025-11-03,A018,Operations,V0307,Journal Entry,6174.71,Bank Transfer,USD,Rejected,2025-11-04,INV00004689,EMP00249,USR0001,0,0,0,0,0,1,0,Senior Manager,0,1,2,1,Medium
TX0049900,2025-11-29,A026,Sales,V0161,Expense,604.51,Card,USD,Approved,2025-12-01,INV00049900,EMP00156,USR0141,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0049904,2025-07-20,A077,Operations,V0160,Expense,7462.84,Bank Transfer,GBP,Approved,2025-07-26,INV00049904,EMP00138,USR0063,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0049912,2026-03-30,A079,IT,V0386,Expense,765.78,Bank Transfer,GBP,Approved,2026-04-02,INV00049912,EMP00013,USR0127,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0049913,2025-08-30,A015,IT,V0401,Expense,523.18,Cheque,GBP,Pending,2025-09-04,INV00049913,EMP00030,USR0069,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0049922,2025-07-27,A049,IT,V0399,Invoice,1797.45,Cheque,EUR,Approved,2025-07-30,INV00049922,EMP00394,USR0094,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0049925,2026-03-30,A069,Sales,V0251,Invoice,1331.57,Card,EUR,Rejected,2025-09-20,INV00049925,EMP00076,USR0198,0,0,0,0,1,0,1,Senior Manager,0,0,2,1,Medium
TX0049926,2025-12-16,A058,Procurement,V0456,Expense,11082.28,Bank Transfer,GBP,Rejected,2025-12-16,INV00049926,EMP00129,USR0003,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0049928,2025-10-01,A005,Finance,V0104,Invoice,6091.75,Cheque,GBP,Pending,2025-10-08,INV00049928,EMP00159,USR0106,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0049929,2025-04-10,A023,Sales,V0175,Expense,6469.93,Card,GBP,Approved,2025-04-15,INV00049929,EMP00102,USR0166,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0049931,2026-03-31,A074,Sales,V0121,Journal Entry,669.63,Bank Transfer,EUR,Approved,2026-02-28,INV00049931,EMP00163,USR0185,0,0,0,0,1,0,1,Department Manager,0,0,2,1,Medium
TX0049932,2026-03-25,A026,Finance,V0488,Journal Entry,9075.99,Cheque,GBP,Approved,2026-04-01,INV00049932,EMP00191,USR0151,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0049937,2025-07-01,A064,HR,V0084,Invoice,9924.29,Cheque,GBP,Approved,2025-07-08,INV00049937,EMP00179,USR0138,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0049943,2025-12-12,A057,IT,V0211,Invoice,6351.99,Card,EUR,Approved,2025-12-12,INV00006268,EMP00308,USR0154,0,0,0,0,0,1,0,Senior Manager,0,1,2,1,Medium
TX0049945,2025-06-24,A051,Procurement,V0266,Expense,-2745.28,Card,USD,Approved,2025-06-30,INV00049945,EMP00372,USR0105,0,0,0,1,0,0,0,Senior Manager,0,0,1,1,Low
TX0049950,2025-04-30,A080,Procurement,V0134,Expense,2766.77,Direct Debit,GBP,Pending,2025-04-30,INV00049950,EMP00452,USR0107,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0049955,2026-03-29,A020,Operations,V0038,Invoice,357.47,Bank Transfer,GBP,Approved,2026-02-16,INV00049955,EMP00076,USR0100,0,0,0,0,1,0,1,Department Manager,0,0,2,1,Medium
TX0049956,2025-10-06,A011,IT,V0242,Invoice,14183.93,Bank Transfer,EUR,Approved,2025-10-10,INV00049956,EMP00459,USR0075,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0049960,2025-11-14,A064,Sales,V0467,Payment,1331.67,Bank Transfer,GBP,Rejected,2025-11-16,INV00049960,EMP00085,USR0159,0,0,0,0,0,1,0,Senior Manager,0,0,1,1,Low
TX0049964,2026-03-31,A031,Sales,V0286,Invoice,3745.19,Direct Debit,GBP,Approved,2026-04-04,INV00049964,EMP00450,USR0087,0,0,0,0,0,1,1,Senior Manager,0,0,2,1,Medium
TX0049969,2025-08-24,A028,Finance,V0294,Invoice,9417.44,Direct Debit,USD,Approved,2025-08-24,INV00049969,EMP00134,USR0061,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0049970,2025-06-28,A067,Marketing,V0191,Payment,1602.7,Direct Debit,GBP,Approved,2025-07-05,INV00049970,EMP00416,USR0103,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0049979,2025-10-30,A017,Sales,V0091,Expense,10429.55,Direct Debit,GBP,Approved,2025-10-30,INV00049979,EMP00166,USR0117,0,0,0,0,0,0,1,Finance Director,0,1,2,1,Medium
TX0049980,2025-06-10,A041,IT,V0369,Invoice,14304.8,Direct Debit,EUR,Approved,2025-06-11,INV00049980,EMP00306,USR0173,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0049982,2025-06-11,A005,HR,,Journal Entry,1022.09,Cheque,EUR,Rejected,2025-06-14,INV00049982,EMP00489,USR0042,1,0,0,0,0,0,0,Senior Manager,0,0,1,1,Low
TX0049984,2025-09-27,A070,Marketing,V0090,Payment,3606.12,Cheque,GBP,Approved,2025-10-03,INV00049984,EMP00082,USR0181,0,0,0,0,0,1,1,Senior Manager,0,0,2,1,Medium
TX0049985,2026-03-31,A006,Procurement,V0363,Invoice,2156.92,Bank Transfer,GBP,Approved,2025-10-31,INV00049985,EMP00462,USR0057,0,0,0,0,1,0,1,Senior Manager,0,0,2,1,Medium
TX0049990,2025-09-01,A014,Sales,V0176,Journal Entry,606.87,Cheque,GBP,Pending,2025-08-30,INV00049990,EMP00030,USR0122,0,0,0,0,1,0,0,Department Manager,0,0,1,1,Low
TX0049992,2025-04-30,A036,IT,V0466,Invoice,1507.7,Bank Transfer,GBP,Rejected,2025-05-07,INV00049992,EMP00382,USR0133,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0049993,2025-04-27,A046,Sales,V0121,Invoice,790.82,Direct Debit,GBP,Rejected,2025-04-28,INV00049993,EMP00186,USR0120,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0049995,2025-11-29,A020,Marketing,V0187,Journal Entry,11914.9,Card,GBP,Pending,2025-12-02,INV00049995,EMP00093,USR0030,0,0,0,0,0,0,1,Finance Director,0,1,2,1,Medium
TX0050002,2026-03-27,A027,Sales,V0494,Invoice,381.32,Card,GBP,Approved,2026-03-07,INV00050002,EMP00263,USR0102,0,0,0,0,1,0,1,Department Manager,0,0,2,1,Medium
TX0050004,2025-07-27,A011,Procurement,V0248,Credit Note,3370.05,Card,GBP,Approved,2025-08-02,INV00050004,EMP00042,USR0191,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0050009,2026-03-30,A015,Sales,V0302,Invoice,1119.34,Cheque,GBP,Approved,2026-03-31,INV00050009,EMP00287,USR0063,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0050014,2025-06-28,A061,Finance,V0170,Invoice,410.92,Cheque,EUR,Approved,2025-07-04,INV00050014,EMP00266,USR0027,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050018,2025-07-27,A044,Sales,V0379,Payment,2031.42,Cheque,GBP,Approved,2025-08-01,INV00050018,EMP00200,USR0178,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0050022,2025-04-30,A043,Operations,V0113,Expense,1001.69,Card,USD,Pending,2025-05-07,INV00050022,EMP00294,USR0146,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0050023,2026-03-30,A001,Operations,V0013,Expense,1083.84,Card,GBP,Approved,2026-04-06,INV00050023,EMP00405,USR0163,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0050028,2025-12-29,A068,Operations,V0290,Payment,1073.79,Card,GBP,Approved,2025-12-26,INV00050028,EMP00245,USR0105,0,0,0,0,1,0,1,Senior Manager,0,0,2,1,Medium
TX0050046,2025-06-27,A006,IT,V0465,Expense,2446.93,Cheque,EUR,Rejected,2025-06-29,INV00050046,EMP00447,USR0178,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0050054,2025-11-29,A057,HR,V0263,Expense,1827.99,Card,GBP,Approved,2025-12-05,INV00050054,EMP00026,USR0084,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0050055,2025-08-28,A008,Procurement,V0010,Expense,210.49,Direct Debit,GBP,Rejected,2025-09-01,INV00050055,EMP00054,USR0194,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050059,2026-01-27,A002,IT,V0022,Payment,114.48,Cheque,GBP,Approved,2026-01-28,INV00050059,EMP00308,USR0110,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050060,2026-01-03,A057,Procurement,V0149,Invoice,10612.5,Direct Debit,GBP,Approved,2026-01-03,INV00050060,EMP00200,USR0063,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0050065,2025-10-30,A024,Sales,V0081,Invoice,110.14,Direct Debit,USD,Approved,2025-10-30,INV00050065,EMP00137,USR0075,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050074,2025-04-28,A080,Procurement,V0156,Journal Entry,1035.83,Card,GBP,Rejected,2025-04-30,INV00050074,EMP00461,USR0136,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0050075,2025-07-13,A015,Procurement,V0494,Invoice,662.29,Direct Debit,GBP,Approved,2025-07-15,INV00050075,EMP00325,USR0031,0,0,0,0,0,1,0,Department Manager,0,0,1,1,Low
TX0050079,2026-03-10,A034,HR,V0007,Invoice,7072.31,Direct Debit,GBP,Approved,2026-03-14,INV00050079,EMP00063,USR0167,0,0,0,0,0,1,0,Senior Manager,0,1,2,1,Medium
TX0050091,2025-12-06,A079,Operations,V0027,Expense,12028.78,Card,GBP,Approved,2025-12-10,INV00050091,EMP00227,USR0175,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0050092,2025-08-23,A063,Operations,V0500,Invoice,551.75,Card,GBP,Pending,2025-08-24,INV00050092,,USR0114,0,1,0,0,0,0,0,Department Manager,0,0,1,1,Low
TX0050098,2025-10-28,A056,Marketing,V0497,Credit Note,13941.87,Bank Transfer,USD,Approved,2025-11-04,INV00050098,EMP00496,USR0167,0,0,0,0,0,0,1,Finance Director,0,1,2,1,Medium
TX0050101,2025-08-27,A003,Operations,V0391,Invoice,127.12,Direct Debit,USD,Approved,2025-08-30,INV00050101,EMP00213,USR0135,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050102,2025-07-02,A024,Procurement,V0373,Invoice,28407.52,Bank Transfer,GBP,Rejected,2025-07-05,INV00050102,EMP00138,USR0112,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0050103,2026-01-15,A041,Marketing,V0108,Invoice,23220.91,Cheque,USD,Approved,2026-01-21,INV00050103,EMP00015,USR0171,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0050106,2026-03-18,A075,Finance,V0377,Invoice,10929.35,Cheque,EUR,Rejected,2026-03-18,INV00050106,EMP00447,USR0136,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0050115,2025-09-30,A048,HR,V0231,Payment,237.08,Direct Debit,GBP,Approved,2025-10-02,INV00050115,EMP00072,USR0085,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050121,2025-11-29,A031,IT,V0483,Journal Entry,15425.32,Bank Transfer,EUR,Rejected,2025-11-30,INV00050121,EMP00483,USR0168,0,0,0,0,0,0,1,Finance Director,0,1,2,1,Medium
TX0050125,2025-12-31,A015,Procurement,V0155,Invoice,118.73,Cheque,GBP,Approved,2026-01-04,INV00050125,EMP00376,USR0089,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050128,2026-03-28,A071,IT,V0477,Invoice,1126.61,Bank Transfer,EUR,Approved,2026-01-08,INV00050128,EMP00289,USR0079,0,0,0,0,1,0,1,Senior Manager,0,0,2,1,Medium
TX0050138,2025-06-15,A044,Sales,V0345,Invoice,2280.3,Card,GBP,Pending,2025-06-21,INV00050138,EMP00413,USR0062,0,0,0,0,0,1,0,Senior Manager,0,0,1,1,Low
TX0050144,2026-03-28,A072,IT,V0305,Invoice,847.47,Card,GBP,Approved,2026-03-24,INV00050144,EMP00391,USR0084,0,0,0,0,1,0,1,Department Manager,0,0,2,1,Medium
TX0050146,2026-01-27,A021,Marketing,V0430,Invoice,1935.45,Bank Transfer,GBP,Pending,2026-01-28,INV00050146,EMP00165,USR0091,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0050147,2025-07-29,A018,HR,V0304,Journal Entry,370.93,Bank Transfer,GBP,Pending,2025-08-05,INV00050147,EMP00174,USR0129,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050152,2026-01-01,A040,Marketing,V0005,Journal Entry,41409.61,Direct Debit,GBP,Rejected,2026-01-02,INV00050152,EMP00050,USR0086,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0050155,2025-11-19,A040,Operations,V0312,Invoice,13134.3,Cheque,USD,Approved,2025-11-23,INV00050155,EMP00348,USR0158,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0050157,2026-02-11,A039,Finance,V0056,Invoice,11936.85,Card,GBP,Approved,2026-02-17,INV00050157,EMP00005,USR0070,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0050161,2026-01-30,A035,Sales,V0375,Invoice,5109.27,Direct Debit,GBP,Pending,2026-02-02,INV00050161,EMP00219,USR0158,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0050163,2025-09-06,A027,Operations,V0242,Expense,9710.7,Bank Transfer,GBP,Rejected,2025-09-07,INV00050163,EMP00372,USR0049,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0050168,2025-09-30,A053,Finance,V0335,Invoice,614.69,Cheque,GBP,Approved,2025-09-30,INV00050168,EMP00468,USR0145,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050169,2025-11-17,A056,Finance,V0087,Journal Entry,22652.13,Bank Transfer,GBP,Approved,2025-11-22,INV00050169,EMP00067,USR0115,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0050176,2025-09-27,A048,Operations,V0013,Expense,2855.64,Direct Debit,GBP,Approved,2025-09-30,INV00050176,EMP00311,USR0122,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0050179,2026-03-27,A013,Operations,V0429,Payment,1046.46,Cheque,EUR,Approved,2026-03-29,INV00050179,EMP00316,USR0124,0,0,0,0,0,1,1,Senior Manager,0,0,2,1,Medium
TX0050183,2026-03-03,A013,Finance,V0067,Expense,15314.12,Direct Debit,GBP,Approved,2026-03-10,INV00050183,EMP00161,USR0078,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0050190,2025-04-30,A067,Procurement,V0028,Expense,233.89,Card,EUR,Approved,2025-05-03,INV00050190,EMP00464,USR0105,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050193,2025-11-07,A036,Procurement,V0310,Invoice,1387.92,Card,GBP,Rejected,2025-11-13,INV00050193,,USR0076,0,1,0,0,0,0,0,Senior Manager,1,0,2,1,Medium
TX0050195,2025-09-07,A020,Marketing,V0247,Credit Note,552.99,Cheque,GBP,Approved,2025-09-14,INV00050195,EMP00085,USR0125,0,0,0,0,0,1,0,Department Manager,0,0,1,1,Low
TX0050198,2025-05-31,A077,Operations,V0416,Invoice,1142.02,Cheque,EUR,Approved,2025-05-31,INV00050198,EMP00459,USR0033,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0050199,2025-06-04,A065,IT,V0090,Expense,445.94,Bank Transfer,GBP,Approved,2025-06-11,INV00050199,EMP00485,USR0155,0,0,0,0,0,1,0,Department Manager,0,0,1,1,Low
TX0050207,2025-10-05,A067,Operations,V0412,Credit Note,12210.85,Bank Transfer,EUR,Approved,2025-10-07,INV00050207,EMP00091,USR0184,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0050210,2025-07-27,A029,Finance,V0187,Expense,446.71,Card,GBP,Approved,2025-07-30,INV00050210,EMP00195,USR0190,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050211,2025-07-17,A018,Procurement,V0188,Invoice,8788.01,Direct Debit,EUR,Rejected,2025-07-18,INV00050211,EMP00369,USR0190,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0050212,2025-11-28,A013,Finance,V0396,Invoice,214.32,Direct Debit,GBP,Pending,2025-12-03,INV00050212,EMP00459,USR0034,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050216,2025-08-27,A021,Marketing,V0166,Payment,965.92,Bank Transfer,USD,Pending,2025-09-03,INV00050216,EMP00246,USR0060,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050219,2025-08-28,A075,Procurement,V0414,Invoice,1112.71,Cheque,EUR,Rejected,2025-09-03,INV00050219,EMP00229,USR0135,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0050220,2026-03-30,A062,Operations,V0082,Payment,2882.36,Card,GBP,Rejected,2025-07-31,INV00050220,EMP00386,USR0181,0,0,0,0,1,0,1,Senior Manager,0,0,2,1,Medium
TX0050233,2025-07-29,A072,IT,V0500,Invoice,4293.53,Card,USD,Rejected,2025-08-03,INV00050233,EMP00146,USR0187,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0050235,2025-12-29,A006,Marketing,V0438,Payment,607.63,Direct Debit,GBP,Rejected,2026-01-01,INV00050235,EMP00242,USR0148,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050237,2025-08-30,A071,IT,V0317,Invoice,1183.46,Direct Debit,GBP,Rejected,2025-09-02,INV00050237,EMP00285,USR0162,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0050239,2026-02-19,A002,Marketing,V0315,Credit Note,11260.04,Cheque,GBP,Approved,2026-02-20,INV00050239,EMP00445,USR0120,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0050243,2026-02-08,A074,IT,V0155,Payment,464.27,Direct Debit,GBP,Pending,2026-02-11,INV00050243,EMP00476,USR0060,0,0,0,0,0,1,0,Department Manager,0,0,1,1,Low
TX0050249,2026-01-01,A056,Procurement,V0021,Credit Note,34451.24,Direct Debit,GBP,Approved,2026-01-07,INV00050249,EMP00440,USR0174,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0050253,2026-01-31,A063,HR,V0169,Credit Note,207.2,Card,GBP,Approved,2026-02-07,INV00050253,EMP00337,USR0103,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050256,2025-12-28,A010,HR,V0373,Invoice,156.63,Cheque,USD,Approved,2025-12-31,INV00050256,EMP00270,USR0093,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050257,2025-11-21,A037,Operations,V0254,Invoice,6563.92,Cheque,GBP,Approved,2025-11-25,INV00050257,EMP00401,USR0149,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0050261,2026-01-31,A054,Procurement,V0441,Invoice,536.03,Bank Transfer,GBP,Rejected,2026-02-02,INV00050261,EMP00031,USR0126,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050267,2025-10-31,A016,Operations,V0119,Payment,908.54,Card,USD,Approved,2025-11-06,INV00050267,EMP00182,USR0063,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050283,2026-03-12,A020,Sales,V0033,Invoice,1748.78,Card,GBP,Approved,2026-03-16,INV00050283,EMP00131,USR0113,0,0,0,0,0,1,0,Senior Manager,0,0,1,1,Low
TX0050287,2025-06-28,A072,Sales,V0182,Payment,742.21,Bank Transfer,EUR,Pending,2025-06-29,INV00050287,EMP00436,USR0151,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050293,2025-11-28,A048,IT,V0102,Credit Note,483.42,Card,GBP,Approved,2025-12-01,INV00050293,EMP00283,USR0118,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050294,2026-02-28,A001,Sales,V0284,Expense,577.94,Bank Transfer,GBP,Approved,2026-03-05,INV00050294,EMP00253,USR0122,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050296,2025-04-27,A003,Finance,V0167,Journal Entry,950.22,Cheque,GBP,Approved,2025-05-02,INV00050296,EMP00005,USR0119,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0050297,2026-03-10,,HR,V0142,Credit Note,8453.3,Card,GBP,Approved,2026-03-11,INV00050297,EMP00119,USR0081,0,0,1,0,0,0,0,Senior Manager,0,1,2,1,Medium
